Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,,,,,,
0,"Xiyang Sun, Xinrong Dong, Xiaojuan Yu",Design of Computer Intelligent Translation System Based on Natural Language Processing,2023,"2023 2nd International Conference on Data Analytics, Computing and Artificial Intelligence (ICDACAI)",IEEE,http://xplorestaging.ieee.org/ielx7/10360495/10361043/10361076.pdf?arnumber=10361076,,909,5/14/2024 20:15,proceedings-article,10.1109/icdacai59742.2023.00073,,,,,,,0,0,0,3,1,,,,,,,,,
0,"G. Sugin Lal, R. Porkodi",Feature Analysis and Automatic Word Segmentation of Natural Language Processing Using Deep Learning,2023,2023 6th International Conference on Recent Trends in Advance Computing (ICRTAC),IEEE,http://xplorestaging.ieee.org/ielx7/10480719/10480720/10480822.pdf?arnumber=10480822,,910,5/14/2024 20:15,proceedings-article,10.1109/icrtac59277.2023.10480822,,,,,,,0,0,0,2,1,,,,,,,,,
0,"Carlos Martín-Vide, Miguel A. Vega-Rodríguez",Theory and practice of natural computing: seventh edition,2021,Soft Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00500-020-05526-y.pdf,,911,5/14/2024 20:15,journal-article,10.1007/s00500-020-05526-y,1432-7643,,25,3,1681,1682,0,0,0,2,3,,,,,,,,,
0,"Andra Krauze, Kevin Camphausen","Natural Language Processing – Finding the Missing Link for Oncologic Data, 2022",2022,International Journal of Bioinformatics and Intelligent Computing,Research Lake International Inc.,http://dx.doi.org/10.61797/ijbic.v1i1.140,,912,5/14/2024 20:15,journal-article,10.61797/ijbic.v1i1.140,2816-8089,,,,,,0,0,0,2,2,"Oncology like most medical specialties, is undergoing a data revolution at the center of which lie vast and growing amounts of clinical data in unstructured, semi-structured and structed formats. Artificial intelligence approaches are widely employed in research endeavors in an attempt to harness electronic medical records data to advance patient outcomes. The use of clinical oncologic data, although collected on large scale, particularly with the increased implementation of electronic medical records, remains limited due to missing, incorrect or manually entered data in registries and the lack of resource allocation to data curation in real world settings. Natural Language Processing (NLP) may provide an avenue to extract data from electronic medical records and as a result has grown considerably in medicine to be employed for documentation, outcome analysis, phenotyping and clinical trial eligibility. Barriers to NLP persist with inability to aggregate findings across studies due to use of different methods and significant heterogeneity at all levels with important parameters such as patient comorbidities and performance status lacking implementation in AI approaches. The goal of this review is to provide an updated overview of natural language processing (NLP) and the current state of its application in oncology for clinicians and researchers that wish to implement NLP to augment registries and/or advance research projects.",,,,,,,,
0,"Abinew Ali Ayele, Skadi Dinter, Seid Muhie Muhie Yimam, Chris Biemann",Multilingual Racial Hate Speech Detection Using Transfer Learning,2023,Proceedings of the Conference Recent Advances in Natural Language Processing - Large Language Models for Natural Language Processings,"INCOMA Ltd., Shoumen, BULGARIA",http://dx.doi.org/10.26615/978-954-452-092-2_005,,913,5/14/2024 20:15,proceedings-article,10.26615/978-954-452-092-2_005,,,,,,,0,0,0,4,1,,,,,,,,,
0,"Marius Constantin Popescu, Calin Rada, Antoanela Naaji",Detection of Duplicate Text Content Using Python Language Modules,2023,Soft Computing Applications,Springer International Publishing,https://link.springer.com/content/pdf/10.1007/978-3-031-23636-5_47,,914,5/14/2024 20:15,book-chapter,10.1007/978-3-031-23636-5_47,2194-5357,,,,590,603,0,0,0,3,1,,,,,,,,,
0,"Fabio Yáñez-Romero, Andres Montoyo, Rafael Muñoz, Yoan Gutiérrez, Armando Suárez",A Review in Knowledge Extraction from Knowledge Bases,2023,Proceedings of the Conference Recent Advances in Natural Language Processing - Large Language Models for Natural Language Processings,"INCOMA Ltd., Shoumen, BULGARIA",http://dx.doi.org/10.26615/978-954-452-092-2_012,,915,5/14/2024 20:15,proceedings-article,10.26615/978-954-452-092-2_012,,,,,,,0,0,0,5,1,,,,,,,,,
0,"Isabel Espinosa-Zaragoza, José Abreu-Salas, Elena Lloret, Paloma Moreda, Manuel Palomar",A Review of Research-based Automatic Text Simplification Tools,2023,Proceedings of the Conference Recent Advances in Natural Language Processing - Large Language Models for Natural Language Processings,"INCOMA Ltd., Shoumen, BULGARIA",http://dx.doi.org/10.26615/978-954-452-092-2_036,,916,5/14/2024 20:15,proceedings-article,10.26615/978-954-452-092-2_036,,,,,,,0,0,0,5,1,,,,,,,,,
0,Mateusz Włodarczyk,Processing Presuppositions. Are Implicative Verbs Soft Triggers?,2021,Research in Language,Uniwersytet Lodzki (University of Lodz),https://czasopisma.uni.lodz.pl/research/article/download/12313/11884,,917,5/14/2024 20:15,journal-article,10.18778/1731-7533.19.1.04,1731-7533,,19,1,47,75,0,0,0,1,3,"This paper investigates the question whether implicative verbs should be considered as soft presupposition triggers, i.e., as triggers activating optional context repairs. I present the results of an experiment in which test subjects were asked to read short dialogues containing either presupposition triggers or conversational implicatures and, next, answer the questions regarding the information communicated on the level of presupposition or implicatures, respectively. The results of within-subject ANOVA show that presuppositions activated by the use of implicative verbs are significantly less accessible and illicit significantly longer response times than presuppositions activated by the use of hard triggers, suggesting that they can be classified as soft presupposition triggers. The obtained results also show that presuppositions activated by the use of different triggers are heterogenous in regards to the accessibility of information.",,,,,,,,
0,"Chen An, Xiaodong Wang, Zhiqiang Wei, Ke Zhang, Lei Huang",Multi-scale network via progressive multi-granularity attention for fine-grained visual classification,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623006063,,918,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110588,1568-4946,,146,,110588,110588,0,0,0,5,1,,,,,,,,,
0,"Wencheng Han, Hao Li, Maoguo Gong",Multi-regularization sparse reconstruction based on multifactorial multiobjective optimization,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623001400,,919,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110122,1568-4946,,136,,110122,110122,0,0,0,3,1,,,,,,,,,
0,"Linzi Zhang, Yong Shi",Sparse and semi-attention guided faults diagnosis approach for distributed online services,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623009298,,920,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110911,1568-4946,,148,,110911,110911,0,0,0,2,1,,,,,,,,,
0,,"Capsule Networks, Natural Language Processing, Deep Learning, Smart Grid, Reliability Evaluation",2019,"2019 Scientific Conference on Network, Power Systems and Computing (NPSC 2019)",Institute of Electronics and Computer,http://dx.doi.org/10.33969/eecs.v3.001,,921,5/14/2024 20:15,proceedings-article,10.33969/eecs.v3.001,2641-9149,,,,,,0,0,0,0,5,,,,,,,,,
0,"Abdulla PP, Divyasheel Sharma, Chandrika K R",KIKO: A Tools Framework for Industrial Domain-specific Natural Language Processing Tasks,2023,"2023 4th International Conference on Communication, Computing and Industry 6.0 (C216)",IEEE,http://xplorestaging.ieee.org/ielx7/10430413/10430493/10430901.pdf?arnumber=10430901,,922,5/14/2024 20:15,proceedings-article,10.1109/c2i659362.2023.10430901,,,,,,,0,0,0,3,1,,,,,,,,,
0,,Knowledge Processing and Soft Computing,2023,Chemometrics,Wiley,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9783527843800.ch8,,923,5/14/2024 20:15,other,10.1002/9783527843800.ch8,,,,,321,378,0,0,0,0,1,,,,,,,,,
0,"Kusum, Supriya P. Panda",Sentiment Analysis on Tweets with Deep Learning and Natural Language Processing,2022,"2022 International Conference on Machine Learning, Big Data, Cloud and Parallel Computing (COM-IT-CON)",IEEE,http://xplorestaging.ieee.org/ielx7/9850394/9850440/09850594.pdf?arnumber=9850594,,924,5/14/2024 20:15,proceedings-article,10.1109/com-it-con54601.2022.9850594,,,,,,,0,0,0,2,2,,,,,,,,,
0,"Venkata Ramana Saddi, Bhagawan Gnanapa, Swetha Boddu, J. Logeshwaran",The Role of Natural Language Processing in Detecting Insurance Fraud,2023,"2023 4th International Conference on Communication, Computing and Industry 6.0 (C216)",IEEE,http://xplorestaging.ieee.org/ielx7/10430413/10430493/10430658.pdf?arnumber=10430658,,925,5/14/2024 20:15,proceedings-article,10.1109/c2i659362.2023.10430658,,,,,,,0,0,0,4,1,,,,,,,,,
0,"Chetali Neema, Anuradha Purohit",Automatic Infographic Builder Using Natural Language Statements,2023,Soft Computing: Theories and Applications,Springer Nature Singapore,https://link.springer.com/content/pdf/10.1007/978-981-19-9858-4_75,,926,5/14/2024 20:15,book-chapter,10.1007/978-981-19-9858-4_75,2367-3370,,,,879,887,0,0,0,2,1,,,,,,,,,
0,"Kirill S. Kobyshev, Sergej A. Molodyakov",The Method for End-to-end Automatic Test Generation from Natural Language Test Scenarios Based on Pretrained OpenIE Model,2022,2022 XXV International Conference on Soft Computing and Measurements (SCM),IEEE,http://xplorestaging.ieee.org/ielx7/9794805/9794826/09794901.pdf?arnumber=9794901,,927,5/14/2024 20:15,proceedings-article,10.1109/scm55405.2022.9794901,,,,,,,0,0,0,2,2,,,,,,,,,
0,"Zheni Mincheva, Nikola Vasilev, Anatoliy Antonov, Ventsislav Nikolov",Natural Language Processing Using Database Context,2022,Lecture Notes in Networks and Systems,Springer International Publishing,https://link.springer.com/content/pdf/10.1007/978-3-031-10464-0_51,,928,5/14/2024 20:15,book-chapter,10.1007/978-3-031-10464-0_51,2367-3370,,,,747,759,0,0,0,4,2,,,,,,,,,
0,"Deepender, Tarandeep Singh Walia",Investigating the scope of semantic analysis in natural language processing considering accuracy and performance,2023,Recent Advances in Computing Sciences,CRC Press,http://dx.doi.org/10.1201/9781003405573-58,,929,5/14/2024 20:15,book-chapter,10.1201/9781003405573-58,,,,,323,328,0,0,0,2,1,,,,,,,,,
0,"Sebin Thomas, V G John, Josin Chacko, Mariyam Shajahan, Sharon Sunny",Automated Power Point Generation using Natural Language Processing Techniques,2023,2023 9th International Conference on Smart Computing and Communications (ICSCC),IEEE,http://xplorestaging.ieee.org/ielx7/10334953/10334932/10335037.pdf?arnumber=10335037,,930,5/14/2024 20:15,proceedings-article,10.1109/icscc59169.2023.10335037,,,,,,,0,0,0,5,1,,,,,,,,,
0,"Prakash Ukhalkar, Manasi Bhate, Suraj Hingane","Artificial Intelligence, Machine Learning, and Natural Language Processing Capabilities in Modern Business Intelligence",2023,"2023 7th International Conference On Computing, Communication, Control And Automation (ICCUBEA)",IEEE,http://xplorestaging.ieee.org/ielx7/10391946/10391947/10391953.pdf?arnumber=10391953,,931,5/14/2024 20:15,proceedings-article,10.1109/iccubea58933.2023.10391953,,,,,,,0,0,0,3,1,,,,,,,,,
0,"E. Janaki, A. Mohamed Ismail",Using the genetic algorithm to reduce tardiness by tightening the deadline date for stochastic processing,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08728-2.pdf,,932,5/14/2024 20:15,journal-article,10.1007/s00500-023-08728-2,1432-7643,,,,,,0,0,0,2,1,,,,,,,,,
0,"Hu Zhao, Yu-Jie Zhao","Notes on “Generalization of LM-filters: sum, subspace, product, quotient and stratification” Soft Computing 27(2023) 809–819",2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-09463-4.pdf,,933,5/14/2024 20:15,journal-article,10.1007/s00500-023-09463-4,1432-7643,,28,3,1935,1942,0,0,0,2,1,,,,,,,,,
0,"Hongping Liu, Fu-Gui Shi",Convexity on complete lattices,2020,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-020-05137-7.pdf,,934,5/14/2024 20:15,journal-article,10.1007/s00500-020-05137-7,1432-7643,,24,17,12743,12751,0,0,0,2,4,,,,,,,,,
0,"Abhishek Guru, Leelkanth Dewangan, Suman Kumar Swarnkar, Gurpreet Singh Chhabra, Bhawna Janghel",The Use of Social Media Data and Natural Language Processing for Early Detection of Parkinson's Disease Symptoms and Public Awareness,2023,Multimedia Data Processing and Computing,CRC Press,http://dx.doi.org/10.1201/9781003391272-12,,935,5/14/2024 20:15,book-chapter,10.1201/9781003391272-12,,,,,154,164,0,0,0,5,1,,,,,,,,,
0,"Chao Zhang, Defu Jiang, Yiyue Gao, Kanghui Jiang",Interpretable hierarchical error correction GRU model for effective observation selection,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623010001,,936,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110982,1568-4946,,149,,110982,110982,0,0,0,4,1,,,,,,,,,
0,"Lanlan Kang, Wenliang Cao, Ruey-Shun Chen, Yeh-Cheng Chen",An adaptively reversed diffusion dual-drive evolutionary algorithm in dynamic environments for intelligence prediction,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621006827,,937,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107761,1568-4946,,110,,107761,107761,0,0,0,4,3,,,,,,,,,
0,"Xia Wang, Hongwei Ge, Naiqiang Zhang, Yaqing Hou, Liang Sun",A universal large-scale many-objective optimization framework based on cultural learning,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623005562,,938,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110538,1568-4946,,145,,110538,110538,0,0,0,5,1,,,,,,,,,
0,"Jiajie Luo, Lin Xiao, Penglin Cao, Xiaopeng Li",A new class of robust and predefined-time consensus protocol based on noise-tolerant ZNN models,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623005689,,939,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110550,1568-4946,,145,,110550,110550,0,0,0,4,1,,,,,,,,,
0,"Siyu Wang, Jiangtao Qiu",Utilizing a feature-aware external memory network for helpfulness prediction in e-commerce reviews,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623009419,,940,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110923,1568-4946,,148,,110923,110923,0,0,0,2,1,,,,,,,,,
